adm_level,date,NASA_FLDAS_NOAH01_C_GL_M_V001_Tair_f_tavg,.DS_Store,MODIS_006_MYD13A1_EVI,JAXA_GPM_L3_GSMaP_v6_reanalysis_hourlyPrecipRate,JAXA_GPM_L3_GSMaP_v6_operational_hourlyPrecipRate,MODIS_006_MOD11A1_LST_Day_1km,NASA_FLDAS_NOAH01_C_GL_M_V001_Wind_f_tavg,NASA_FLDAS_NOAH01_C_GL_M_V001_Qair_f_tavg,MODIS_006_MOD11A1_LST_Night_1km
Misamis Occidental,2013-04-01,299.48199462890625,,4955.0,50.654579140711576,,15094.0,2.8953189849853516,0.017120979726314545,14757.0
Misamis Occidental,2013-05-01,299.9934387207031,,5168.5,260.90625536069274,,15167.0,2.033735513687134,0.017201075330376625,14746.0
Misamis Occidental,2013-06-01,299.1036071777344,,4628.75,395.8076430517249,,15077.0,3.0420570373535156,0.016939427703619003,0.0
Misamis Occidental,2013-07-01,298.64764404296875,,4424.25,304.2539508524351,,15084.5,3.2250800132751465,0.016924332827329636,0.0
Misamis Occidental,2013-08-01,298.37738037109375,,5306.25,232.342881902121,,15152.0,4.261293411254883,0.01658698171377182,14460.5
Misamis Occidental,2013-09-01,298.89727783203125,,3205.0,105.85133730247617,,,3.959594249725342,0.016826435923576355,
Misamis Occidental,2013-10-01,298.505615234375,,4604.25,116.63780573057011,,15018.0,4.16357946395874,0.017079029232263565,14668.0
Misamis Occidental,2013-11-01,298.70782470703125,,4812.75,264.21593784354627,,15020.0,4.611629486083984,0.017218273133039474,0.0
Misamis Occidental,2013-12-01,299.0076904296875,,4546.0,166.25179767422378,,15004.5,4.200798034667969,0.01751776970922947,14705.5
Misamis Occidental,2014-01-01,297.0419921875,,3653.5,420.8576310267672,,14861.5,7.708778381347656,0.016400057822465897,
Misamis Occidental,2014-02-01,297.3489990234375,,5212.75,47.83708237996325,,,5.888705253601074,0.0159118864685297,
Misamis Occidental,2014-03-01,298.2156066894531,,4692.5,,109.90360702387989,15021.0,5.417705535888672,0.016591057181358337,
Misamis Occidental,2014-04-01,299.21990966796875,,4878.5,,53.059929507318884,15066.0,3.6596460342407227,0.016780532896518707,14772.0
